297,진갑용,2011,0.273,112,286,26,78,7,0,10,115,35,3,53,0.4020979020979021,0.3580246913580247,0.7601225934559268,0.30493273542600896
297,진갑용,2012,0.307,114,313,27,96,15,1,6,131,17,7,46,0.4185303514376997,0.3560830860534125,0.7746134374911122,0.3448275862068966
297,진갑용,2013,0.271,101,181,22,49,9,0,6,76,12,5,28,0.4198895027624309,0.3333333333333333,0.7532228360957642,0.2925170068027211
4,강민호,2005,0.243,104,214,20,52,11,2,2,73,5,2,56,0.341,0.267,0.6080000000000001,0.32051282051282054
4,강민호,2006,0.251,126,410,40,103,20,0,9,150,23,11,78,0.366,0.307,0.6729999999999999,0.29102167182662536
4,강민호,2007,0.271,125,413,48,112,20,0,14,174,37,4,88,0.42100000000000004,0.335,0.7559999999999999,0.31511254019292606
4,강민호,2008,0.292,122,435,51,127,25,1,19,211,49,7,77,0.485,0.365,0.85,0.3185840707964602
4,강민호,2009,0.26,83,262,36,68,13,0,9,108,33,3,44,0.41200000000000003,0.34600000000000003,0.758,0.2822966507177033
4,강민호,2010,0.305,117,410,66,125,19,1,23,215,42,8,65,0.524,0.376,0.9,0.3167701863354037
4,강민호,2011,0.289,124,450,63,130,25,2,19,216,47,8,81,0.48,0.366,0.846,0.3171428571428571
4,강민호,2012,0.273,119,400,41,109,21,0,19,187,44,8,97,0.46799999999999997,0.355,0.823,0.31690140845070425
4,강민호,2013,0.235,105,327,48,77,13,0,11,123,60,11,87,0.376,0.366,0.742,0.28820960698689957
4,강민호,2014,0.22899999999999998,98,310,37,71,14,2,16,137,33,13,92,0.442,0.325,0.767,0.2722772277227723
4,강민호,2015,0.311,123,380,63,118,18,1,35,243,60,14,112,0.639,0.42100000000000004,1.06,0.3562231759656652
4,강민호,2016,0.32299999999999995,116,381,65,123,26,0,20,209,66,10,91,0.5489999999999999,0.433,0.982,0.3814814814814815
4,강민호,2017,0.285,130,456,62,130,22,1,22,220,41,15,104,0.48200000000000004,0.361,0.843,0.32727272727272727
4,강민호,2018,0.26899999999999996,129,427,46,115,14,0,22,195,29,14,96,0.457,0.331,0.7879999999999999,0.30097087378640774
5,강백호,2018,0.29,138,527,108,153,32,2,29,276,52,3,124,0.524,0.35600000000000004,0.88,0.3315508021390374
6,강병식,2002,0.20800000000000002,89,130,16,27,3,1,6,50,11,3,35,0.38461538461538464,0.2847222222222222,0.6693376068376069,0.23595505617977527
6,강병식,2005,0.247,94,182,25,45,10,0,6,73,27,4,44,0.4010989010989011,0.3568075117370892,0.7579064128359903,0.29545454545454547
6,강병식,2006,0.218,93,133,16,29,7,1,4,50,19,4,28,0.3759398496240601,0.3333333333333333,0.7092731829573935,0.24752475247524752
6,강병식,2007,0.27399999999999997,91,135,11,37,4,0,4,53,13,0,24,0.3925925925925926,0.33783783783783783,0.7304304304304304,0.308411214953271
6,강병식,2008,0.26899999999999996,71,119,12,32,8,0,4,52,14,3,18,0.4369747899159664,0.3602941176470588,0.7972689075630253,0.28865979381443296
6,강병식,2010,0.287,107,251,32,72,9,1,9,110,34,11,51,0.4382470119521912,0.3952702702702703,0.8335172822224615,0.3298429319371728
6,강병식,2011,0.174,77,167,16,29,8,1,2,45,15,2,53,0.2694610778443114,0.25,0.5194610778443114,0.24107142857142858
7,강봉규,2002,0.25,93,160,30,40,6,1,5,63,16,2,43,0.39375,0.3258426966292135,0.7195926966292134,0.3125
7,강봉규,2005,0.235,48,102,12,24,3,1,1,32,18,2,30,0.3137254901960784,0.3606557377049181,0.6743812279009964,0.323943661971831
7,강봉규,2006,0.23399999999999999,87,128,16,30,6,1,4,50,13,1,33,0.390625,0.30985915492957744,0.7004841549295775,0.2857142857142857
7,강봉규,2007,0.282,83,142,20,40,9,1,1,54,16,5,25,0.38028169014084506,0.37423312883435583,0.7545148189752009,0.33620689655172414
7,강봉규,2008,0.276,81,134,27,37,8,0,3,54,19,3,28,0.4029850746268657,0.3782051282051282,0.7811902028319939,0.3300970873786408
7,강봉규,2009,0.31,126,449,89,139,24,2,20,227,69,4,61,0.5055679287305123,0.4061302681992337,0.911698196929746,0.3233695652173913
7,강봉규,2010,0.237,89,232,38,55,12,0,4,79,40,2,44,0.34051724137931033,0.354014598540146,0.6945318399194563,0.27717391304347827
7,강봉규,2011,0.267,52,146,14,39,7,1,1,51,17,2,24,0.3493150684931507,0.3515151515151515,0.7008302200083022,0.3140495867768595
7,강봉규,2012,0.255,102,235,30,60,10,1,6,90,28,2,49,0.3829787234042553,0.33962264150943394,0.7226013649136893,0.3
9,강승호,2017,0.25,85,248,42,62,14,2,5,95,7,3,67,0.38299999999999995,0.272,0.655,0.32386363636363635
9,강승호,2018,0.255,69,184,14,47,10,0,3,66,18,3,57,0.359,0.33,0.6890000000000001,0.3548387096774194
10,강정호,2008,0.271,116,362,36,98,18,1,8,142,31,5,65,0.39226519337016574,0.33668341708542715,0.7289486104555929,0.31141868512110726
10,강정호,2009,0.28600000000000003,133,476,73,136,33,2,23,242,45,4,81,0.5084033613445378,0.3523809523809524,0.8607843137254902,0.30376344086021506
10,강정호,2010,0.301,133,449,60,135,30,2,12,205,61,7,87,0.4565701559020045,0.3926499032882012,0.8492200591902056,0.3514285714285714
10,강정호,2011,0.282,123,444,53,125,22,2,9,178,43,9,62,0.4009009009009009,0.35685483870967744,0.7577557396105783,0.3109919571045576
10,강정호,2012,0.314,124,436,77,137,32,0,25,244,71,6,78,0.5596330275229358,0.4171539961013645,0.9767870236243004,0.33633633633633636
10,강정호,2013,0.29100000000000004,126,450,67,131,21,1,22,220,68,6,109,0.4888888888888889,0.3912213740458016,0.8801102629346904,0.34169278996865204
10,강정호,2014,0.35600000000000004,117,418,103,149,36,2,40,309,68,13,106,0.7392344497607656,0.4609218436873748,1.2001562934481402,0.4007352941176471
12,강한울,2014,0.264,93,208,32,55,5,4,0,68,8,1,44,0.327,0.294,0.621,0.3353658536585366
12,강한울,2015,0.205,90,264,30,54,8,3,0,68,13,3,51,0.258,0.25,0.508,0.2535211267605634
12,강한울,2016,0.272,104,298,36,81,13,3,0,100,15,0,46,0.336,0.307,0.643,0.32142857142857145
12,강한울,2017,0.303,135,412,58,125,9,3,0,140,26,0,57,0.34,0.344,0.6839999999999999,0.352112676056338
12,강한울,2018,0.259,83,193,20,50,5,2,0,59,12,1,34,0.306,0.306,0.612,0.31446540880503143
14,고동진,2004,0.317,51,161,27,51,12,0,5,78,7,7,40,0.484472049689441,0.3714285714285713,0.8559006211180125,0.39655172413793105
14,고동진,2005,0.2,94,250,42,50,14,0,3,73,23,16,45,0.292,0.3079584775086505,0.5999584775086505,0.23267326732673269
14,고동진,2006,0.24100000000000002,120,370,40,89,14,2,4,119,21,12,80,0.3216216216216216,0.3027295285359802,0.6243511501576018,0.2972027972027972
14,고동진,2007,0.249,124,394,68,98,8,5,1,119,50,16,67,0.3020304568527919,0.3565217391304348,0.6585521959832267,0.29754601226993865
14,고동진,2011,0.251,97,195,31,49,9,0,3,67,15,5,33,0.3435897435897436,0.3209302325581395,0.6645199761478829,0.2893081761006289
14,고동진,2012,0.27,110,281,32,76,12,0,3,97,38,5,48,0.3451957295373665,0.367283950617284,0.7124796801546505,0.3173913043478261
14,고동진,2013,0.272,93,312,31,85,14,0,1,102,34,6,54,0.3269230769230769,0.35511363636363635,0.6820367132867133,0.32684824902723736
14,고동진,2014,0.24100000000000002,73,187,21,45,5,0,1,53,18,2,35,0.2834224598930481,0.3140096618357488,0.597432121728797,0.2913907284768212
15,고메즈,2016,0.28300000000000003,117,456,74,129,31,0,21,223,25,5,87,0.4890350877192983,0.3271604938271605,0.8161955815464588,0.3103448275862069
17,고영민,2006,0.27,116,315,38,85,15,5,2,116,24,12,59,0.3682539682539683,0.34472934472934474,0.7129833129833131,0.32677165354330706
17,고영민,2007,0.268,126,444,89,119,29,1,12,186,61,17,105,0.4189189189189189,0.3773946360153257,0.7963135549342446,0.327217125382263
17,고영민,2008,0.267,126,427,84,114,15,3,9,162,74,14,109,0.3793911007025761,0.39223300970873787,0.7716241104113141,0.33980582524271846
17,고영민,2009,0.235,85,281,59,66,11,3,6,101,33,13,76,0.3594306049822064,0.3425076452599388,0.7019382502421452,0.3015075376884422
17,고영민,2010,0.205,100,293,53,60,10,1,6,90,34,14,67,0.30716723549488056,0.3167155425219941,0.6238827780168748,0.24545454545454545
17,고영민,2011,0.21,93,176,31,37,5,1,3,53,18,7,50,0.30113636363636365,0.30845771144278605,0.6095940750791498,0.2764227642276423
17,고영민,2012,0.265,58,151,33,40,10,1,3,61,13,3,28,0.4039735099337749,0.33532934131736525,0.7393028512511401,0.30833333333333335
230,이종환,2013,0.285,42,123,6,35,9,0,1,47,12,0,30,0.3821138211382114,0.3481481481481481,0.7302619692863596,0.3695652173913043
230,이종환,2014,0.287,92,122,14,35,9,0,2,50,11,2,33,0.4098360655737705,0.3555555555555556,0.7653916211293261,0.3793103448275862
230,이종환,2015,0.29,44,100,14,29,4,0,0,33,6,0,21,0.33,0.330188679245283,0.6601886792452829,0.3670886075949367
18,고종욱,2011,0.248,54,105,12,26,5,4,1,42,5,0,26,0.4,0.27899999999999997,0.679,0.32051282051282054
18,고종욱,2015,0.31,119,407,81,126,25,4,10,189,25,6,81,0.46399999999999997,0.358,0.8220000000000001,0.3670886075949367
18,고종욱,2016,0.33399999999999996,133,527,92,176,22,9,8,240,28,5,103,0.455,0.37,0.825,0.40384615384615385
18,고종욱,2017,0.312,123,426,70,133,24,8,8,197,22,3,92,0.462,0.349,0.8109999999999999,0.3834355828220859
18,고종욱,2018,0.27899999999999997,102,330,47,92,22,0,6,132,15,1,96,0.4,0.309,0.7090000000000001,0.37719298245614036
19,구자욱,2015,0.349,116,410,97,143,33,5,11,219,45,6,79,0.534,0.41700000000000004,0.951,0.4125
19,구자욱,2016,0.34299999999999997,108,428,105,147,19,13,14,234,55,5,68,0.547,0.42,0.967,0.38439306358381503
19,구자욱,2017,0.31,144,564,108,175,39,10,21,297,63,10,138,0.527,0.38299999999999995,0.91,0.3802469135802469
19,구자욱,2018,0.33299999999999996,116,478,100,159,26,5,20,255,43,5,110,0.5329999999999999,0.392,0.925,0.3994252873563218
20,국해성,2016,0.278,58,151,28,42,11,0,4,65,21,1,36,0.43,0.368,0.7979999999999999,0.34234234234234234
122,박재홍,1996,0.295,126,481,75,142,29,4,30,269,53,7,107,0.5592515592515592,0.3733826247689464,0.9326341840205056,0.32558139534883723
122,박재홍,1997,0.326,96,331,77,108,16,0,27,205,66,4,59,0.6193353474320241,0.4438902743142145,1.0632256217462386,0.3306122448979592
122,박재홍,1998,0.266,119,428,86,114,25,2,30,233,66,9,83,0.5443925233644861,0.3757455268389662,0.9201380502034522,0.26666666666666666
122,박재홍,1999,0.295,129,482,83,142,27,1,24,243,79,6,85,0.504149377593361,0.400352733686067,0.904502111279428,0.3163538873994638
122,박재홍,2000,0.309,132,489,101,151,31,5,32,288,64,7,77,0.588957055214724,0.3964285714285714,0.9853856266432954,0.3131578947368421
122,박재홍,2001,0.284,127,489,75,139,20,3,18,219,74,2,86,0.4478527607361963,0.3805309734513274,0.8283837341875238,0.3142857142857143
122,박재홍,2002,0.278,112,432,57,120,24,0,15,189,41,4,94,0.4375,0.34591194968553457,0.7834119496855345,0.32507739938080493
122,박재홍,2003,0.301,108,392,71,118,15,5,19,200,60,1,84,0.5102040816326531,0.3951434878587197,0.9053475694913728,0.34256055363321797
122,박재홍,2004,0.253,73,186,29,47,9,1,7,79,35,0,37,0.4247311827956989,0.3710407239819005,0.7957719067775995,0.28169014084507044
122,박재홍,2005,0.304,109,421,76,128,21,1,18,205,67,2,78,0.4869358669833729,0.4020408163265306,0.8889766833099035,0.3384615384615385
122,박재홍,2006,0.259,124,452,61,117,22,1,18,195,63,6,87,0.4314159292035398,0.3570057581573896,0.7884216873609294,0.28530259365994237
122,박재홍,2007,0.28,115,347,53,97,19,1,17,169,41,4,52,0.4870317002881844,0.3622448979591837,0.8492765982473681,0.28776978417266186
122,박재홍,2008,0.318,112,396,66,126,26,2,19,213,69,3,66,0.5378787878787878,0.4230769230769231,0.960955710955711,0.3440514469453376
122,박재홍,2009,0.27,113,315,53,85,12,0,12,133,45,8,57,0.4222222222222222,0.375,0.7972222222222223,0.2967479674796748
122,박재홍,2010,0.22,82,191,22,42,7,0,8,73,23,1,34,0.3821989528795812,0.3069767441860465,0.6891756970656278,0.22818791946308725
122,박재홍,2011,0.18600000000000005,74,161,11,30,8,0,1,41,15,0,36,0.2546583850931677,0.2556818181818182,0.5103402032749859,0.23387096774193547
122,박재홍,2012,0.25,46,104,16,26,5,0,5,46,14,1,25,0.4423076923076923,0.3445378151260504,0.7868455074337427,0.28378378378378377
21,권용관,2001,0.245,106,184,31,45,8,3,1,62,13,8,43,0.33695652173913043,0.32195121951219513,0.6589077412513256,0.3142857142857143
21,권용관,2002,0.218,125,294,28,64,13,1,4,91,10,5,89,0.30952380952380953,0.255663430420712,0.5651872399445215,0.29850746268656714
21,권용관,2003,0.17600000000000002,78,205,15,36,6,3,1,51,12,5,52,0.24878048780487805,0.23873873873873874,0.4875192265436168,0.23026315789473684
21,권용관,2004,0.235,124,285,34,67,5,5,2,88,27,13,81,0.3087719298245614,0.3292307692307692,0.6380026990553307,0.3217821782178218
21,권용관,2005,0.237,79,194,21,46,7,3,9,86,7,3,53,0.4432989690721649,0.27450980392156865,0.7178087729937336,0.2803030303030303
21,권용관,2006,0.23399999999999999,79,209,26,49,4,1,3,64,13,4,37,0.3062200956937799,0.2920353982300885,0.5982554939238685,0.27218934911242604
21,권용관,2007,0.24100000000000002,121,349,41,84,12,3,4,114,26,4,67,0.32664756446991405,0.3007915567282322,0.6274391211981463,0.28776978417266186
21,권용관,2008,0.228,76,206,15,47,6,2,1,60,6,3,32,0.2912621359223301,0.26046511627906976,0.5517272522013998,0.2658959537572254
21,권용관,2009,0.247,128,381,45,94,15,3,7,136,28,7,67,0.3569553805774278,0.31009615384615385,0.6670515344235817,0.28338762214983715
21,권용관,2010,0.22699999999999998,61,154,14,35,6,1,3,52,14,1,34,0.3376623376623377,0.2958579881656805,0.6335203258280182,0.27350427350427353
21,권용관,2013,0.231,68,104,19,24,6,0,4,42,12,1,29,0.40384615384615385,0.3162393162393162,0.7200854700854701,0.28169014084507044
21,권용관,2015,0.22,116,296,32,65,8,1,5,90,18,9,86,0.3040540540540541,0.2848297213622291,0.5888837754162832,0.2926829268292683
23,권희동,2013,0.203,121,349,42,71,19,1,15,137,36,2,75,0.39299999999999996,0.27899999999999997,0.672,0.21621621621621623
23,권희동,2014,0.285,101,221,39,63,10,2,7,98,25,3,43,0.44299999999999995,0.363,0.8059999999999999,0.32748538011695905
23,권희동,2017,0.28600000000000003,141,472,72,135,20,2,19,216,51,17,90,0.45799999999999996,0.371,0.8290000000000001,0.31955922865013775
23,권희동,2018,0.28300000000000003,104,343,43,97,19,1,8,142,35,4,58,0.414,0.35200000000000004,0.7659999999999999,0.3212996389891697
24,김강민,2006,0.276,96,145,20,40,9,1,1,54,14,1,30,0.3720000000000001,0.342,0.7140000000000001,0.34210526315789475
24,김강민,2007,0.243,124,334,51,81,10,3,4,109,28,6,57,0.326,0.312,0.638,0.28205128205128205
24,김강민,2008,0.271,106,258,38,70,16,3,3,101,26,6,46,0.391,0.35200000000000004,0.743,0.32057416267942584
24,김강민,2009,0.267,104,341,48,91,18,3,12,151,24,5,67,0.44299999999999995,0.32299999999999995,0.7659999999999999,0.3015267175572519
24,김강민,2010,0.317,115,401,74,127,19,2,10,180,33,2,51,0.449,0.369,0.8180000000000001,0.34411764705882353
24,김강민,2011,0.281,80,281,37,79,14,1,8,119,20,2,56,0.423,0.331,0.754,0.3271889400921659
24,김강민,2012,0.272,123,427,49,116,20,0,5,151,29,4,72,0.354,0.322,0.6759999999999999,0.3171428571428571
24,김강민,2013,0.301,105,352,39,106,22,3,10,164,36,4,54,0.466,0.37,0.8360000000000001,0.3333333333333333
24,김강민,2014,0.302,113,430,86,130,29,3,16,213,43,4,91,0.495,0.368,0.863,0.35294117647058826
24,김강민,2015,0.24600000000000002,96,293,43,72,17,0,4,101,23,7,83,0.345,0.315,0.6599999999999999,0.3300970873786408
24,김강민,2016,0.298,115,366,59,109,21,0,10,160,32,12,89,0.4370000000000001,0.371,0.8079999999999999,0.3707865168539326
24,김강민,2017,0.21899999999999997,88,183,31,40,5,1,5,62,15,5,50,0.33899999999999997,0.29600000000000004,0.635,0.2734375
24,김강민,2018,0.298,80,235,40,70,14,0,14,126,22,5,57,0.536,0.37,0.9059999999999999,0.34146341463414637
26,김경언,2002,0.263,107,274,45,72,16,1,1,93,45,2,66,0.33941605839416056,0.3707165109034268,0.7101325692975873,0.34299516908212563
26,김경언,2003,0.258,125,329,36,85,12,4,4,117,38,3,58,0.3556231003039514,0.34054054054054056,0.696163640844492,0.30337078651685395
26,김경언,2004,0.243,114,189,20,46,6,2,3,65,21,1,39,0.3439153439153439,0.3222748815165877,0.6661902254319316,0.2925170068027211
26,김경언,2005,0.271,78,188,23,51,10,1,5,78,8,2,38,0.4148936170212766,0.3080808080808081,0.7229744251020847,0.31724137931034485
26,김경언,2006,0.18,73,100,14,18,5,0,0,23,9,3,24,0.23,0.26785714285714285,0.4978571428571429,0.23684210526315788
26,김경언,2010,0.253,50,158,19,40,7,2,0,51,23,0,29,0.3227848101265823,0.34806629834254144,0.6708511084691238,0.31007751937984496
26,김경언,2011,0.243,81,173,22,42,4,0,2,52,25,1,39,0.3005780346820809,0.3417085427135678,0.6422865773956488,0.30303030303030304
26,김경언,2012,0.243,110,268,25,65,14,2,4,95,39,1,73,0.3544776119402985,0.3409090909090909,0.6953867028493894,0.3193717277486911
26,김경언,2013,0.276,70,214,24,59,14,1,1,78,26,3,53,0.3644859813084112,0.3621399176954733,0.7266258990038845,0.3625
26,김경언,2014,0.313,89,300,43,94,16,3,8,140,40,4,42,0.4666666666666667,0.4011627906976744,0.8678294573643409,0.344
26,김경언,2015,0.337,107,377,58,127,21,1,16,198,50,2,89,0.5251989389920424,0.4172494172494173,0.9424483562414596,0.40808823529411764
26,김경언,2016,0.264,66,182,23,48,6,1,5,71,28,2,46,0.3901098901098901,0.3679245283018868,0.7580344184117769,0.3282442748091603
26,김경언,2017,0.248,38,105,17,26,7,0,5,48,12,1,27,0.4571428571428571,0.3305084745762712,0.7876513317191283,0.2876712328767123
28,김규민,2018,0.295,104,298,47,88,9,2,3,110,27,6,89,0.369,0.361,0.73,0.41262135922330095
121,박재상,2006,0.25,65,172,24,43,10,2,3,66,14,3,40,0.38372093023255816,0.31746031746031744,0.7011812476928756,0.31007751937984496
121,박재상,2007,0.26899999999999996,123,312,53,84,16,1,10,132,42,6,50,0.4230769230769231,0.3666666666666665,0.7897435897435897,0.29365079365079366
121,박재상,2008,0.27399999999999997,94,314,46,86,18,1,1,109,36,5,50,0.3471337579617834,0.35774647887323946,0.7048802368350229,0.3231939163498099
121,박재상,2009,0.295,133,515,84,152,31,4,15,236,68,6,107,0.45825242718446596,0.3837011884550085,0.8419536156394745,0.3486005089058524
121,박재상,2010,0.255,97,321,57,82,19,1,6,121,38,7,63,0.3769470404984424,0.3469945355191257,0.7239415760175679,0.30158730158730157
121,박재상,2011,0.256,93,301,37,77,17,4,4,114,33,5,54,0.3787375415282392,0.3392330383480826,0.7179705798763218,0.3004115226337449
121,박재상,2012,0.21600000000000005,100,269,37,58,12,0,4,82,34,1,60,0.3048327137546468,0.3059210526315789,0.6107537663862257,0.2634146341463415
121,박재상,2013,0.263,103,262,37,69,9,2,8,106,25,3,50,0.4045801526717557,0.3344827586206897,0.7390629112924454,0.29901960784313725
121,박재상,2015,0.248,108,250,34,62,12,2,7,99,32,3,53,0.396,0.3403508771929825,0.7363508771929825,0.2894736842105263
121,박재상,2016,0.298,94,255,37,76,14,1,6,110,27,0,37,0.4313725490196079,0.3652482269503545,0.7966207759699625,0.330188679245283
101,문선재,2013,0.267,93,217,31,58,10,1,4,82,13,3,71,0.37799999999999995,0.316,0.6940000000000001,0.38028169014084506
101,문선재,2015,0.226,103,212,27,48,13,1,5,78,23,3,54,0.368,0.31,0.6779999999999999,0.28104575163398693
101,문선재,2016,0.28800000000000003,52,111,28,32,3,2,7,60,10,0,29,0.541,0.344,0.885,0.3333333333333333
30,김동엽,2016,0.336,57,143,19,48,8,0,6,74,5,1,41,0.517,0.36,0.877,0.4375
30,김동엽,2017,0.27699999999999997,125,393,58,109,18,1,22,195,23,9,62,0.496,0.32899999999999996,0.825,0.2815533980582524
30,김동엽,2018,0.252,124,421,58,106,15,0,27,202,17,4,108,0.48,0.285,0.7649999999999999,0.2762237762237762
31,김동욱,2017,0.287,83,209,28,60,9,0,4,81,6,3,44,0.38799999999999996,0.309,0.6970000000000001,0.34782608695652173
32,김동주,1998,0.265,125,457,69,121,21,1,24,216,29,8,87,0.4726477024070022,0.319838056680162,0.7924857590871641,0.28034682080924855
32,김동주,1999,0.321,114,399,62,128,25,3,22,225,41,10,53,0.5639097744360902,0.3977777777777778,0.9616875522138679,0.3271604938271605
32,김동주,2000,0.33899999999999997,127,469,78,159,29,1,31,283,51,13,65,0.603411513859275,0.4183864915572232,1.0217980054164983,0.34316353887399464
32,김동주,2001,0.324,103,364,49,118,18,0,18,190,47,4,57,0.521978021978022,0.4072289156626506,0.9292069376406726,0.3460207612456747
32,김동주,2002,0.318,120,415,63,132,21,0,26,231,52,13,61,0.5566265060240964,0.41041666666666665,0.9670431726907628,0.3231707317073171
32,김동주,2003,0.342,118,401,61,137,23,2,23,233,79,11,53,0.5810473815461347,0.4623217922606925,1.0433691738068271,0.3507692307692308
32,김동주,2004,0.28600000000000003,124,430,72,123,19,1,19,201,69,16,67,0.4674418604651162,0.40388349514563104,0.8713253556107473,0.3023255813953488
32,김동주,2005,0.302,94,268,51,81,13,1,10,126,57,12,38,0.4701492537313433,0.4451038575667656,0.9152531112981088,0.32272727272727275
32,김동주,2006,0.25,43,140,19,35,7,0,4,54,23,1,17,0.3857142857142857,0.3597560975609756,0.7454703832752614,0.2605042016806723
32,김동주,2007,0.322,119,382,68,123,24,0,19,204,83,14,55,0.5340314136125655,0.4592901878914405,0.993321601504006,0.33766233766233766
32,김동주,2008,0.309,109,363,55,112,12,2,18,182,63,12,54,0.5013774104683195,0.4269406392694064,0.928318049737726,0.3230240549828179
32,김동주,2009,0.353,105,354,63,125,28,0,19,210,61,8,55,0.5932203389830508,0.458628841607565,1.0518491805906158,0.37857142857142856
32,김동주,2010,0.295,110,387,60,114,22,0,20,196,67,10,45,0.5064599483204134,0.4116379310344828,0.9180978793548962,0.2919254658385093
32,김동주,2011,0.28600000000000003,120,406,57,116,24,1,17,193,66,8,54,0.4753694581280788,0.3958333333333333,0.8712027914614121,0.2955223880597015
32,김동주,2012,0.29100000000000004,66,223,18,65,5,0,2,76,16,2,24,0.3408071748878924,0.34439834024896265,0.6852055151368549,0.3197969543147208
33,김동한,2016,0.252,78,107,9,27,6,0,0,33,6,0,19,0.308,0.292,0.6,0.3068181818181818
33,김동한,2017,0.23600000000000002,81,178,26,42,19,0,3,70,14,0,25,0.39299999999999996,0.292,0.685,0.26
35,김문호,2013,0.263,40,137,19,36,10,0,0,46,21,3,31,0.336,0.373,0.7090000000000001,0.33962264150943394
35,김문호,2014,0.214,71,192,28,41,11,3,2,64,19,5,51,0.33299999999999996,0.301,0.634,0.2805755395683453
35,김문호,2015,0.306,93,288,35,88,13,0,4,113,25,4,45,0.392,0.3670000000000001,0.759,0.3514644351464435
35,김문호,2016,0.325,140,526,77,171,28,3,7,226,62,6,70,0.43,0.401,0.831,0.36525612472160357
35,김문호,2017,0.292,131,390,49,114,17,1,2,139,37,13,73,0.35600000000000004,0.3720000000000001,0.728,0.35555555555555557
35,김문호,2018,0.25,46,100,12,25,7,0,2,38,13,0,27,0.38,0.336,0.716,0.323943661971831
36,김민성,2009,0.248,114,327,51,81,17,0,4,110,48,4,72,0.336,0.349,0.685,0.30677290836653387
36,김민성,2010,0.2,80,180,26,36,4,0,2,46,18,11,41,0.256,0.31,0.5660000000000001,0.24817518248175183
36,김민성,2011,0.23600000000000002,124,314,37,74,10,1,4,98,26,9,51,0.312,0.311,0.623,0.2702702702702703
36,김민성,2012,0.28300000000000003,71,219,24,62,9,0,4,83,17,6,58,0.379,0.34600000000000003,0.725,0.36942675159235666
36,김민성,2013,0.282,128,458,60,129,24,2,15,202,42,16,84,0.441,0.36,0.8009999999999999,0.31754874651810583
36,김민성,2014,0.292,116,438,60,128,29,2,12,197,30,10,80,0.45,0.349,0.7989999999999999,0.3352601156069364
36,김민성,2015,0.303,118,445,60,135,24,0,16,207,31,8,62,0.465,0.35700000000000004,0.8220000000000001,0.3242506811989101
36,김민성,2016,0.306,141,510,76,156,39,5,17,256,53,3,89,0.502,0.3670000000000001,0.8690000000000001,0.34405940594059403
36,김민성,2017,0.282,133,472,59,133,26,1,15,206,43,7,93,0.436,0.345,0.7809999999999999,0.3241758241758242
36,김민성,2018,0.28300000000000003,128,413,46,117,24,0,10,171,40,6,80,0.414,0.35100000000000003,0.7649999999999999,0.33126934984520123
38,김민식,2016,0.257,88,144,17,37,9,0,2,52,21,2,38,0.361,0.359,0.72,0.33653846153846156
