,batter_id,batter_name,year,month,am_avg,avg,AB,R,H,1B,2B,3B,HR,RBI,BB,HBP,SO,GDP,BABIP,SLG,OBP,am_BABIP,am_SLG,am_OBP
40,69,김태완,2007,7,0.211,0.16399999999999998,19.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.235,0.211,0.25,0.188,0.178,0.368
41,69,김태완,2007,8,0.0,0.161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.176,0.158,0.327
42,69,김태완,2007,9,0.286,0.184,14.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.364,0.429,0.375,0.241,0.229,0.378
43,69,김태완,2007,10,0.5,0.245,18.0,5.0,9.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.5,1.111,0.5,0.253,0.303,0.383
44,69,김태완,2008,3,0.429,0.429,7.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.4,0.857,0.5,0.251,0.292,0.382
45,69,김태완,2008,4,0.278,0.29100000000000004,79.0,8.0,22.0,14.0,2.0,0.0,6.0,18.0,9.0,2.0,14.0,0.0,0.271,0.532,0.367,0.245,0.26,0.368
46,69,김태완,2008,5,0.247,0.27,77.0,7.0,19.0,12.0,4.0,0.0,3.0,10.0,15.0,4.0,18.0,2.0,0.286,0.416,0.396,0.257,0.258,0.375
47,69,김태완,2008,6,0.246,0.263,61.0,5.0,15.0,11.0,2.0,0.0,2.0,6.0,6.0,3.0,13.0,3.0,0.283,0.377,0.343,0.251,0.251,0.36
48,69,김태완,2008,7,0.315,0.278,89.0,19.0,28.0,12.0,6.0,0.0,10.0,27.0,13.0,1.0,19.0,1.0,0.3,0.719,0.408,0.281,0.303,0.375
49,69,김태완,2008,8,0.238,0.275,21.0,2.0,5.0,3.0,1.0,0.0,1.0,6.0,3.0,0.0,3.0,1.0,0.235,0.429,0.333,0.273,0.285,0.365
50,69,김태완,2008,9,0.204,0.266,49.0,1.0,10.0,9.0,1.0,0.0,0.0,3.0,4.0,0.0,10.0,2.0,0.256,0.224,0.264,0.258,0.255,0.338
51,69,김태완,2009,4,0.303,0.303,66.0,11.0,20.0,12.0,3.0,1.0,4.0,11.0,11.0,5.0,17.0,3.0,0.356,0.561,0.439,0.258,0.264,0.335
52,69,김태완,2009,5,0.341,0.325,88.0,19.0,30.0,17.0,4.0,0.0,9.0,21.0,16.0,4.0,18.0,0.0,0.344,0.693,0.463,0.256,0.276,0.333
53,69,김태완,2009,6,0.325,0.325,77.0,12.0,25.0,18.0,4.0,0.0,3.0,16.0,19.0,1.0,18.0,0.0,0.393,0.494,0.464,0.245,0.251,0.315
54,69,김태완,2009,7,0.226,0.313,31.0,3.0,7.0,4.0,1.0,0.0,2.0,7.0,4.0,0.0,8.0,0.0,0.238,0.452,0.314,0.239,0.248,0.305
55,69,김태완,2009,8,0.234,0.295,77.0,16.0,18.0,8.0,5.0,1.0,4.0,11.0,18.0,1.0,19.0,2.0,0.259,0.481,0.385,0.237,0.251,0.31
56,69,김태완,2009,9,0.19,0.289,21.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,9.0,1.0,0.273,0.333,0.32,0.242,0.245,0.307
57,69,김태완,2010,3,0.333,0.333,6.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.2,0.833,0.714,0.247,0.271,0.325
58,69,김태완,2010,4,0.333,0.333,48.0,12.0,16.0,9.0,2.0,0.0,5.0,14.0,17.0,3.0,14.0,1.0,0.379,0.688,0.529,0.263,0.278,0.323
59,69,김태완,2010,5,0.42,0.375,50.0,9.0,21.0,14.0,5.0,0.0,2.0,12.0,15.0,2.0,8.0,2.0,0.475,0.64,0.567,0.271,0.28,0.327
60,69,김태완,2010,6,0.213,0.301,89.0,11.0,19.0,15.0,2.0,0.0,2.0,11.0,11.0,3.0,27.0,1.0,0.283,0.303,0.32,0.258,0.26,0.314
61,69,김태완,2010,7,0.279,0.295,68.0,11.0,19.0,12.0,3.0,0.0,4.0,9.0,10.0,2.0,21.0,4.0,0.349,0.5,0.388,0.258,0.269,0.319
62,69,김태완,2010,8,0.231,0.28,78.0,11.0,18.0,16.0,1.0,0.0,1.0,11.0,17.0,2.0,19.0,0.0,0.293,0.282,0.381,0.265,0.261,0.316
63,69,김태완,2010,9,0.097,0.265,31.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,10.0,1.0,0.143,0.097,0.3,0.005,0.003,0.01
64,69,김태완,2013,3,0.3,0.3,10.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.5,0.4,0.3,0.017,0.013,0.01
65,69,김태완,2013,4,0.178,0.2,45.0,4.0,8.0,7.0,1.0,0.0,0.0,3.0,7.0,1.0,12.0,1.0,0.242,0.2,0.302,0.33,0.652,0.655
66,69,김태완,2013,5,0.259,0.229,54.0,4.0,14.0,10.0,3.0,0.0,1.0,7.0,5.0,1.0,12.0,0.0,0.317,0.37,0.333,0.093,0.12,0.333
67,69,김태완,2013,6,0.237,0.232,76.0,7.0,18.0,14.0,2.0,0.0,2.0,5.0,7.0,3.0,19.0,2.0,0.291,0.342,0.326,0.131,0.125,0.333
68,69,김태완,2013,7,0.357,0.256,42.0,6.0,15.0,12.0,3.0,0.0,0.0,5.0,8.0,1.0,11.0,2.0,0.484,0.429,0.471,0.159,0.151,0.331
69,69,김태완,2013,8,0.1,0.237,30.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,12.0,1.0,0.167,0.133,0.206,0.315,0.226,0.359
70,69,김태완,2013,9,0.136,0.229,22.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,8.0,2.0,0.214,0.227,0.24,0.196,0.176,0.328
71,69,김태완,2014,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973,0.649,0.649
72,69,김태완,2014,4,0.238,0.238,21.0,4.0,5.0,3.0,0.0,0.0,2.0,8.0,4.0,1.0,5.0,0.0,0.214,0.524,0.385,0.006,0.014,0.01
73,69,김태완,2014,5,0.174,0.205,23.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,0.211,0.217,0.269,0.005,0.006,0.364
74,69,김태완,2014,6,0.0,0.188,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.153,0.214,0.423
75,69,김태완,2014,7,0.366,0.27,41.0,12.0,15.0,8.0,4.0,0.0,3.0,12.0,7.0,1.0,13.0,2.0,0.48,0.683,0.469,0.159,0.148,0.378
76,69,김태완,2014,8,0.36,0.302,50.0,6.0,18.0,15.0,2.0,0.0,1.0,12.0,5.0,0.0,13.0,3.0,0.472,0.46,0.418,0.195,0.185,0.369
77,69,김태완,2014,9,0.194,0.282,31.0,2.0,6.0,4.0,1.0,0.0,1.0,5.0,3.0,0.0,10.0,1.0,0.25,0.323,0.265,0.178,0.162,0.326
78,69,김태완,2014,10,0.0,0.258,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.111,0.236,0.224,0.372
79,69,김태완,2015,4,0.2,0.2,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.2,0.2,0.258,0.301,0.379
80,69,김태완,2015,5,0.111,0.14300000000000002,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.125,0.222,0.2,0.248,0.29,0.378
81,69,김태완,2015,6,0.281,0.239,32.0,4.0,9.0,8.0,1.0,0.0,0.0,2.0,1.0,2.0,12.0,1.0,0.45,0.312,0.343,0.249,0.261,0.367
82,69,김태완,2016,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.252,0.253,0.388
83,69,김태완,2016,5,0.25,0.25,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.25,0.25,0.266,0.251,0.358
84,69,김태완,2016,7,0.571,0.455,7.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.667,0.857,0.625,0.289,0.314,0.38
85,69,김태완,2016,8,0.222,0.35,9.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.4,0.333,0.364,0.275,0.286,0.365
86,69,김태완,2017,4,0.414,0.414,29.0,5.0,12.0,10.0,1.0,0.0,1.0,4.0,3.0,1.0,8.0,1.0,0.55,0.552,0.485,0.264,0.261,0.341
87,69,김태완,2017,5,0.227,0.333,22.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.333,0.273,0.292,0.259,0.264,0.334
88,69,김태완,2017,6,0.261,0.311,23.0,4.0,6.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,7.0,0.0,0.333,0.478,0.346,0.257,0.28,0.333
89,69,김태완,2017,7,0.0,0.29100000000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.241,0.246,0.309
90,69,김태완,2017,9,0.556,0.318,9.0,4.0,5.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.429,1.333,0.6,0.242,0.267,0.31
91,69,김태완,2017,10,0.0,0.311,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.247,0.305
92,69,김태완,2018,3,0.133,0.133,15.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,1.0,0.111,0.333,0.235,0.24,0.247,0.306
93,69,김태완,2018,4,0.243,0.212,37.0,2.0,9.0,7.0,2.0,0.0,0.0,3.0,3.0,1.0,13.0,3.0,0.375,0.297,0.317,0.249,0.271,0.325
94,69,김태완,2018,5,0.286,0.22,7.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.667,0.286,0.286,0.27,0.278,0.322
95,69,김태완,2018,7,0.0,0.197,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.125,0.267,0.275,0.324
96,3,강민국,2014,9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,3,강민국,2015,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3,강민국,2016,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333
99,3,강민국,2016,8,0.15,0.136,20.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,1.0,0.182,0.35,0.227,0.131,0.2,0.39
100,3,강민국,2016,9,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.118,0.333
101,3,강민국,2018,9,0.333,0.333,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.205,0.198,0.382
102,3,강민국,2018,10,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.158,0.327
103,4,강민호,2004,9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4,강민호,2005,4,0.212,0.212,52.0,4.0,11.0,7.0,3.0,0.0,1.0,4.0,1.0,0.0,11.0,4.0,0.25,0.327,0.226,0.125,0.164,0.113
105,4,강민호,2005,5,0.2,0.206,50.0,2.0,10.0,8.0,2.0,0.0,0.0,3.0,0.0,1.0,15.0,0.0,0.286,0.24,0.216,0.095,0.08,0.405
106,4,강민호,2005,6,0.216,0.209,37.0,5.0,8.0,5.0,2.0,1.0,0.0,4.0,3.0,0.0,11.0,1.0,0.308,0.324,0.275,0.162,0.194,0.402
107,4,강민호,2005,7,0.364,0.23,22.0,2.0,8.0,5.0,2.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,0.412,0.591,0.364,0.208,0.237,0.406
108,4,강민호,2005,8,0.32,0.242,25.0,3.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.444,0.48,0.32,0.223,0.222,0.38
109,4,강민호,2005,9,0.25,0.243,28.0,4.0,7.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,0.35,0.25,0.3,0.226,0.193,0.37
110,4,강민호,2006,4,0.222,0.222,63.0,4.0,14.0,10.0,3.0,0.0,1.0,8.0,3.0,2.0,21.0,0.0,0.317,0.317,0.279,0.235,0.215,0.366
111,4,강민호,2006,5,0.227,0.225,66.0,5.0,15.0,11.0,3.0,0.0,1.0,9.0,1.0,3.0,6.0,0.0,0.237,0.318,0.271,0.224,0.215,0.357
112,4,강민호,2006,6,0.279,0.244,68.0,8.0,19.0,16.0,2.0,0.0,1.0,8.0,3.0,1.0,7.0,0.0,0.3,0.353,0.319,0.241,0.241,0.364
113,4,강민호,2006,7,0.282,0.25,39.0,7.0,11.0,5.0,5.0,0.0,1.0,4.0,4.0,0.0,8.0,2.0,0.333,0.487,0.349,0.25,0.256,0.366
114,4,강민호,2006,8,0.288,0.258,66.0,5.0,19.0,14.0,5.0,0.0,0.0,11.0,5.0,4.0,12.0,2.0,0.352,0.364,0.373,0.262,0.254,0.373
115,4,강민호,2006,9,0.234,0.253,94.0,10.0,22.0,16.0,2.0,0.0,4.0,12.0,6.0,1.0,22.0,1.0,0.265,0.383,0.287,0.249,0.252,0.355
116,4,강민호,2006,10,0.214,0.251,14.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.182,0.429,0.267,0.273,0.282,0.365
117,4,강민호,2007,4,0.247,0.247,77.0,10.0,19.0,12.0,5.0,0.0,2.0,14.0,6.0,1.0,20.0,1.0,0.309,0.39,0.31,0.278,0.283,0.363
118,4,강민호,2007,5,0.235,0.241,81.0,7.0,19.0,12.0,5.0,0.0,2.0,7.0,6.0,0.0,21.0,1.0,0.293,0.37,0.287,0.26,0.264,0.34
119,4,강민호,2007,6,0.239,0.24,67.0,10.0,16.0,13.0,1.0,0.0,2.0,15.0,8.0,1.0,14.0,0.0,0.275,0.343,0.329,0.253,0.251,0.328
120,4,강민호,2007,7,0.317,0.257,63.0,10.0,20.0,17.0,1.0,0.0,2.0,12.0,7.0,2.0,8.0,1.0,0.34,0.429,0.403,0.256,0.261,0.329
121,4,강민호,2007,8,0.271,0.26,70.0,4.0,19.0,16.0,2.0,0.0,1.0,9.0,7.0,0.0,15.0,2.0,0.333,0.343,0.338,0.242,0.243,0.309
122,4,강민호,2007,9,0.357,0.27,42.0,6.0,15.0,6.0,5.0,0.0,4.0,8.0,3.0,0.0,7.0,4.0,0.355,0.762,0.4,0.245,0.263,0.31
123,4,강민호,2007,10,0.308,0.271,13.0,1.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.333,0.615,0.308,0.241,0.257,0.306
124,4,강민호,2008,3,0.25,0.25,8.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.2,0.625,0.333,0.238,0.258,0.307
125,4,강민호,2008,4,0.347,0.337,75.0,13.0,26.0,15.0,6.0,1.0,4.0,13.0,5.0,3.0,13.0,0.0,0.379,0.613,0.41,0.255,0.261,0.311
126,4,강민호,2008,5,0.333,0.335,84.0,14.0,28.0,21.0,2.0,0.0,5.0,21.0,14.0,3.0,20.0,3.0,0.39,0.536,0.446,0.264,0.272,0.32
127,4,강민호,2008,6,0.244,0.304,86.0,10.0,21.0,11.0,6.0,0.0,4.0,17.0,4.0,0.0,14.0,4.0,0.25,0.453,0.278,0.262,0.273,0.315
128,4,강민호,2008,7,0.263,0.295,76.0,6.0,20.0,15.0,5.0,0.0,0.0,10.0,9.0,1.0,12.0,1.0,0.312,0.329,0.349,0.259,0.261,0.315
129,4,강민호,2008,8,0.182,0.28800000000000003,22.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,1.0,0.222,0.182,0.333,0.254,0.257,0.317
130,4,강민호,2008,9,0.309,0.292,81.0,7.0,25.0,14.0,6.0,0.0,5.0,16.0,11.0,0.0,11.0,4.0,0.308,0.568,0.391,0.266,0.271,0.317
131,4,강민호,2008,10,0.333,0.292,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.333,0.333,0.017,0.011,0.011
132,4,강민호,2009,4,0.228,0.228,79.0,6.0,18.0,10.0,4.0,0.0,4.0,10.0,10.0,0.0,12.0,3.0,0.222,0.43,0.315,0.007,0.014,0.01
133,4,강민호,2009,5,0.222,0.225,81.0,10.0,18.0,14.0,2.0,0.0,2.0,5.0,3.0,1.0,18.0,2.0,0.262,0.321,0.259,0.331,0.656,0.654
134,4,강민호,2009,6,0.288,0.242,59.0,13.0,17.0,11.0,3.0,0.0,3.0,11.0,7.0,1.0,9.0,3.0,0.298,0.492,0.373,0.093,0.124,0.334
135,4,강민호,2009,7,0.0,0.241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.122,0.114,0.338
136,4,강민호,2009,8,0.294,0.248,34.0,7.0,10.0,7.0,3.0,0.0,0.0,3.0,11.0,1.0,4.0,0.0,0.333,0.382,0.478,0.154,0.15,0.331
137,4,강민호,2009,9,0.625,0.26,8.0,0.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.625,0.75,0.667,0.328,0.244,0.372
138,4,강민호,2010,3,0.167,0.16699999999999998,12.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.182,0.25,0.167,0.195,0.177,0.326
139,4,강민호,2010,4,0.279,0.265,86.0,6.0,24.0,18.0,3.0,0.0,3.0,10.0,9.0,1.0,19.0,3.0,0.328,0.419,0.354,0.982,0.66,0.659
140,4,강민호,2010,5,0.347,0.3,72.0,18.0,25.0,17.0,2.0,0.0,6.0,15.0,10.0,1.0,7.0,3.0,0.322,0.625,0.434,0.008,0.016,0.011
141,4,강민호,2010,6,0.329,0.308,70.0,12.0,23.0,15.0,4.0,0.0,4.0,17.0,6.0,1.0,9.0,4.0,0.333,0.557,0.39,0.009,0.014,0.368
142,4,강민호,2010,7,0.29,0.304,69.0,9.0,20.0,12.0,3.0,1.0,4.0,14.0,4.0,1.0,10.0,3.0,0.291,0.536,0.338,0.16,0.228,0.427
143,4,강민호,2010,8,0.345,0.311,58.0,12.0,20.0,13.0,5.0,0.0,2.0,6.0,6.0,3.0,10.0,1.0,0.391,0.534,0.433,0.157,0.145,0.377
144,4,강민호,2010,9,0.256,0.305,43.0,8.0,11.0,6.0,1.0,0.0,4.0,9.0,7.0,1.0,9.0,2.0,0.233,0.558,0.373,0.189,0.187,0.368
145,4,강민호,2011,4,0.317,0.317,82.0,9.0,26.0,16.0,7.0,1.0,2.0,7.0,9.0,2.0,16.0,2.0,0.375,0.5,0.398,0.181,0.166,0.329
146,4,강민호,2011,5,0.347,0.331,75.0,10.0,26.0,14.0,7.0,1.0,4.0,13.0,6.0,0.0,8.0,7.0,0.349,0.627,0.395,0.243,0.238,0.378
147,4,강민호,2011,6,0.306,0.32299999999999995,72.0,11.0,22.0,16.0,2.0,0.0,4.0,14.0,8.0,1.0,10.0,4.0,0.31,0.5,0.383,0.254,0.307,0.383
